Date,Receipt number,Receipt type,Category,SKU,Item,Variant,Modifiers applied,Quantity,Gross sales,Discounts,Net sales,Cost of goods,Gross profit,Taxes,Dining option,POS,Store,Cashier name,Customer name,Customer contacts,Comment,Status
13/09/2026 20:42,2-0749,Sale,,9800170,"#StyroCups w/ stirrer",,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:38,2-0748,Sale,DRINKS,10084,RED HORSE LITRO,,,1.000,145.00,0.00,145.00,120.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Cancelled
13/09/2026 20:38,2-0748,Sale,,10235,"#misc",,,1.000,25.00,0.00,25.00,0.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Cancelled
13/09/2026 20:33,2-0747,Sale,FOOD,10172,ENERGEN CHOCO,,,1.000,12.00,0.00,12.00,8.45,3.55,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:33,2-0747,Sale,FOOD,10128,NESCAFE ORIGINAL TWIN PACK,,,1.000,17.00,0.00,17.00,14.00,3.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:29,2-0746,Sale,,10235,"#misc",,,1.000,10.00,0.00,10.00,0.00,10.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:15,2-0745,Sale,FOOD,10169,BEAR BRAND SWAK,,,3.000,45.00,0.00,45.00,27.00,18.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:15,2-0745,Sale,FOOD,10318,EAGLE REFINE SUGAR 250G,,,1.000,28.98,0.00,28.98,23.00,5.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:15,2-0745,Sale,DRINKS,98000135,DELIGHT PROBIOTIC 400ML,,,1.000,60.00,0.00,60.00,48.00,12.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:15,2-0745,Sale,SNACKS,10373,SKYFLAKES CRACKER 1PACK,,,1.000,84.98,0.00,84.98,60.00,24.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:12,2-0744,Sale,SNACKS,98000056,NOVA COUNTRY CHEDDAR 38G,,,1.000,18.25,0.00,18.25,14.00,4.25,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:09,2-0743,Sale,DRINKS,10085,SM FLAVORED BEER APPLE,,,2.000,106.00,0.00,106.00,82.00,24.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:04,2-0742,Sale,SNACKS,10216,MANG JUAN SUKANG PAOMBONG 90G,,,1.000,29.75,0.00,29.75,22.50,7.25,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 20:04,2-0742,Sale,SNACKS,10389,MOBY CRUNCHY CHOCOLATE,,,1.000,11.00,0.00,11.00,8.25,2.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 18:39,2-0741,Sale,DRINKS,98000076,POCARI SWEAT 500ML,,,2.000,110.00,0.00,110.00,89.16,20.84,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 18:27,2-0740,Sale,,98000112,MIGHTY PUTI STICK,,,3.000,30.00,0.00,30.00,24.06,5.94,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 18:27,2-0740,Sale,,10235,"#misc",,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 18:25,2-0739,Sale,FOOD,10071,HOLIDAY LUNCHEON MEAT,,,2.000,76.00,0.00,76.00,0.00,76.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 18:24,2-0738,Sale,DRINKS,98000135,DELIGHT PROBIOTIC 400ML,,,1.000,60.00,0.00,60.00,48.00,12.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 18:12,2-0737,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,2.000,24.00,0.00,24.00,18.20,5.80,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 17:47,2-0736,Sale,DRINKS,10129,C2 SOLO APPLE 230ML,,,1.000,17.00,0.00,17.00,11.79,5.21,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 17:28,2-0735,Sale,DRINKS,10113,NUTRIBOOST STRWBRRY 110,,,1.000,15.00,0.00,15.00,0.00,15.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 17:28,2-0735,Sale,SNACKS,10138,CHEEZ IT,,,2.000,20.00,0.00,20.00,16.50,3.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 17:28,2-0735,Sale,,10235,"#misc",,,1.000,20.00,0.00,20.00,0.00,20.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 17:19,2-0734,Sale,,98000110,MIGHTY PULA  STICK,,,2.000,20.00,0.00,20.00,16.04,3.96,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 17:19,2-0734,Sale,DRINKS,10257,SUMMIT (1000ML),,,1.000,25.00,0.00,25.00,0.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 17:19,2-0734,Sale,DRINKS,98000047,WILKINS PURE 500,,,1.000,15.00,0.00,15.00,9.37,5.63,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 16:31,2-0733,Sale,DRINKS,10253,STING 290ML,,,1.000,25.00,0.00,25.00,16.75,8.25,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 16:31,2-0733,Sale,,98000112,MIGHTY PUTI STICK,,,2.000,20.00,0.00,20.00,16.04,3.96,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:36,2-0732,Sale,SNACKS,10146,CRISPY PATATA 24G,,,2.000,19.96,0.00,19.96,15.50,4.46,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:36,2-0732,Sale,SNACKS,10154,PEEWEE SPICY CHILI 25G,,,2.000,21.96,0.00,21.96,16.50,5.46,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:36,2-0732,Sale,SNACKS,10138,CHEEZ IT,,,2.000,20.00,0.00,20.00,16.50,3.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:36,2-0732,Sale,,10235,"#misc",,,1.000,20.00,0.00,20.00,0.00,20.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:36,2-0732,Sale,SNACKS,10144,CHIPPY CHILI CHEESE 25G,,,2.000,19.50,0.00,19.50,12.60,6.90,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:26,2-0731,Sale,DRINKS,98000108,VITAMILK(DOUBLECHOCO) 300ML,,,1.000,35.00,0.00,35.00,29.50,5.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:26,2-0731,Sale,SNACKS,10195,MAGIC CHIPS CHEESE,,,1.000,9.00,0.00,9.00,6.22,2.78,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:25,2-0730,Sale,DRINKS,10084,RED HORSE LITRO,,,1.000,145.00,0.00,145.00,120.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:25,2-0730,Sale,,10235,"#misc",,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 15:15,2-0729,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,7.000,84.00,0.00,84.00,63.70,20.30,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 14:05,2-0728,Sale,DRINKS,10257,SUMMIT (1000ML),,,1.000,25.00,0.00,25.00,0.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 14:05,2-0728,Sale,DRINKS,98000108,VITAMILK(DOUBLECHOCO) 300ML,,,1.000,35.00,0.00,35.00,29.50,5.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 14:05,2-0728,Sale,DRINKS,10251,PEPSI EXTRA FIZZ 1L,,,1.000,55.00,0.00,55.00,41.00,14.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 14:05,2-0728,Sale,SNACKS,10217,CHIPPY BBQ 108G,,,1.000,28.75,0.00,28.75,21.35,7.40,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 13:49,2-0727,Sale,SNACKS,10138,CHEEZ IT,,,2.000,20.00,0.00,20.00,16.50,3.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 13:49,2-0727,Sale,SNACKS,10212,MAGIC CREAMS CONDENSED,,,1.000,9.00,0.00,9.00,5.55,3.45,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:53,2-0726,Sale,DRINKS,10275,MOUNTAIN DEW 1.5L,,,1.000,72.00,0.00,72.00,62.00,10.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:53,2-0726,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,1.000,12.00,0.00,12.00,9.10,2.90,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:53,2-0726,Sale,,98000116,WINSTON WHITE STICK,,,1.000,12.00,0.00,12.00,9.92,2.08,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:50,2-0725,Sale,DRINKS,10276,RC,,,1.000,43.00,0.00,43.00,33.00,10.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:30,2-0724,Sale,,98000110,MIGHTY PULA  STICK,,,1.000,10.00,0.00,10.00,8.02,1.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:28,2-0723,Sale,SNACKS,10144,CHIPPY CHILI CHEESE 25G,,,2.000,19.50,0.00,19.50,12.60,6.90,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:28,2-0723,Sale,SNACKS,10142,OISHI PRAWN CRACKERS SPICY 24G,,,1.000,9.00,0.00,9.00,7.50,1.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:28,2-0723,Sale,SNACKS,10266,CHIZ CURLS 18G,,,1.000,9.75,0.00,9.75,7.25,2.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:07,2-0722,Sale,SNACKS,98000131,DINGDONG SNACK MIX WITH  CHIPS CURLS 100G,,,1.000,30.00,0.00,30.00,24.00,6.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:07,2-0722,Sale,SNACKS,98000133,DINGDONG MIX NUTS REAL GARLIC 100G,,,1.000,31.00,0.00,31.00,24.00,7.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:04,2-0721,Sale,SNACKS,10324,CHEEZ IT 60G,,,1.000,23.75,0.00,23.75,18.25,5.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:04,2-0721,Sale,SNACKS,10409,HAPPY CHICKEN ADOBO 5G,,,10.000,20.00,0.00,20.00,11.00,9.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 12:03,2-0720,Sale,DRINKS,98000076,POCARI SWEAT 500ML,,,1.000,55.00,0.00,55.00,44.58,10.42,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:57,2-0719,Sale,DRINKS,98000046,COCA COLA 1.75L,,,1.000,84.75,0.00,84.75,61.67,23.08,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,DRINKS,10257,SUMMIT (1000ML),,,1.000,25.00,0.00,25.00,0.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,DRINKS,98000076,POCARI SWEAT 500ML,,,1.000,55.00,0.00,55.00,44.58,10.42,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,SNACKS,10387,PEEWEE SIZZLING BARBEQUE 25G,,,1.000,10.98,0.00,10.98,8.25,2.73,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,SNACKS,10138,CHEEZ IT,,,1.000,10.00,0.00,10.00,8.25,1.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,SNACKS,10266,CHIZ CURLS 18G,,,1.000,9.75,0.00,9.75,7.25,2.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,SNACKS,10148,MR. CHIPS  NACHO CHEEZE 4G,,,1.000,9.75,0.00,9.75,5.45,4.30,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,SNACKS,10180,BLACK CHILI BBQ 7G,,,6.000,12.00,0.00,12.00,0.00,12.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,SNACKS,10412,XSAKTO 8G,,,6.000,12.00,0.00,12.00,5.88,6.12,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 11:55,2-0718,Sale,DRINKS,10109,COCA COLA 190ML,,,1.000,15.00,0.00,15.00,11.00,4.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 01:37,2-0717,Sale,DRINKS,10252,Royal 1.5L,,,1.000,75.00,0.00,75.00,0.00,75.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 01:25,2-0716,Sale,SNACKS,10210,MAGIC FLAKES CHEESE,,,2.000,18.00,0.00,18.00,11.10,6.90,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 01:25,2-0716,Sale,,98000093,COBRA  ASTIG CITRUS BLAST 290ML,,,1.000,21.50,0.00,21.50,16.58,4.92,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 01:24,2-0715,Sale,DRINKS,10193,YAKULT,,,1.000,15.00,0.00,15.00,10.00,5.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 01:24,2-0715,Sale,,98000110,MIGHTY PULA  STICK,,,1.000,10.00,0.00,10.00,8.02,1.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 01:23,2-0714,Sale,DRINKS,980000560,COBRA  ASTIG 290ML,,,1.000,21.50,0.00,21.50,16.58,4.92,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
13/09/2026 01:23,2-0714,Sale,,98000110,MIGHTY PULA  STICK,,,1.000,10.00,0.00,10.00,8.02,1.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 22:26,2-0713,Sale,,98000112,MIGHTY PUTI STICK,,,3.000,30.00,0.00,30.00,24.06,5.94,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 22:26,2-0713,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,3.000,36.00,0.00,36.00,27.30,8.70,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 22:26,2-0713,Sale,DRINKS,10239,MOUNTAIN DEW (290ML),,,1.000,20.00,0.00,20.00,16.35,3.65,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 22:08,2-0712,Sale,SNACKS,10236,FRUIT SALAD,,,2.000,16.00,0.00,16.00,11.50,4.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 22:06,2-0711,Sale,HOME ESSENTIALS,10044,FUEGO MATCH - PIECE,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 22:04,2-0710,Sale,DRINKS,10084,RED HORSE LITRO,,,1.000,145.00,0.00,145.00,120.00,25.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 22:04,2-0710,Sale,,10235,"#misc",,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 22:04,2-0710,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,5.000,60.00,0.00,60.00,45.50,14.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 20:20,2-0709,Sale,SNACKS,10139,MANG JUAN SUKANG PAOMBONG 26G,,,1.000,12.25,0.00,12.25,8.00,4.25,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 20:20,2-0709,Sale,DRINKS,98000120,SMIRNOFF,,,1.000,65.00,0.00,65.00,54.00,11.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 20:20,2-0709,Sale,,98000116,WINSTON WHITE STICK,,,1.000,12.00,0.00,12.00,9.92,2.08,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 19:05,1-0348,Sale,HOME ESSENTIALS,10311,SPRINGMAID TOOTHBRUSH,,,1.000,15.00,0.00,15.00,0.00,15.00,0.00,Dine in,POS 1,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 19:05,1-0347,Sale,HOME ESSENTIALS,10247,SILKA (WHITENING HERBAL SOAP),,,1.000,22.00,0.00,22.00,18.20,3.80,0.00,Dine in,POS 1,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 19:05,1-0347,Sale,BATH ESSENTIALS,980000021,PANTENE SHAMPOO HAIR FALL CONTROL,,,1.000,8.98,0.00,8.98,6.84,2.14,0.00,Dine in,POS 1,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 19:05,1-0347,Sale,BATH ESSENTIALS,10267,TAWAS BARELAB 50G,,,1.000,15.00,0.00,15.00,10.00,5.00,0.00,Dine in,POS 1,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 18:54,2-0708,Sale,DRINKS,98000046,COCA COLA 1.75L,,,1.000,84.75,0.00,84.75,61.67,23.08,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 18:54,2-0708,Sale,DRINKS,98000052,C2 GREEN TEA LEMON 335ML,,,1.000,28.75,0.00,28.75,22.09,6.66,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 18:54,2-0708,Sale,,98000110,MIGHTY PULA  STICK,,,2.000,20.00,0.00,20.00,16.04,3.96,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 18:54,2-0708,Sale,CIGARETTE,98000117,WINSTON RED STICK,,,2.000,24.00,0.00,24.00,18.20,5.80,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:35,2-0707,Sale,ICE,10299,ICE CUBE 2KG,,,2.000,70.00,0.00,70.00,48.00,22.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:16,2-0706,Sale,SNACKS,10259,NIPS WHITE CHOCO PIECE,,,1.000,2.00,0.00,2.00,1.20,0.80,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:16,2-0706,Sale,DRINKS,10107,COCA COLA 290ML,,,1.000,20.00,0.00,20.00,16.50,3.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:06,2-0705,Sale,SNACKS,10203,NIPS PEANUT 14G,,,1.000,8.00,0.00,8.00,5.87,2.13,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:06,2-0705,Sale,SNACKS,10219,MR CHIPS MANAMIS MAIS 45G,,,1.000,12.50,0.00,12.50,8.19,4.31,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:06,2-0705,Sale,DRINKS,10107,COCA COLA 290ML,,,1.000,20.00,0.00,20.00,16.50,3.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:06,2-0704,Sale,DRINKS,10109,COCA COLA 190ML,,,2.000,30.00,0.00,30.00,22.00,8.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:02,2-0703,Sale,SNACKS,98000071,MANG JUAN SUKAT SILI 26G,,,2.000,24.50,0.00,24.50,12.60,11.90,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:02,2-0703,Sale,SNACKS,10222,OVERLOAD BLKFRST,,,1.000,10.00,0.00,10.00,7.92,2.08,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:02,2-0703,Sale,DRINKS,10129,C2 SOLO APPLE 230ML,,,1.000,17.00,0.00,17.00,11.79,5.21,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:02,2-0703,Sale,SNACKS,10195,MAGIC CHIPS CHEESE,,,1.000,9.00,0.00,9.00,6.22,2.78,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:00,2-0702,Sale,DRINKS,10129,C2 SOLO APPLE 230ML,,,1.000,17.00,0.00,17.00,11.79,5.21,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:00,2-0702,Sale,SNACKS,10198,CHICK BOY ONION & GARLIC 30G,,,1.000,11.98,0.00,11.98,9.22,2.76,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 17:00,2-0702,Sale,SNACKS,10143,CHIPPY BBQ 25G,,,1.000,9.75,0.00,9.75,6.30,3.45,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:59,2-0701,Sale,DRINKS,10129,C2 SOLO APPLE 230ML,,,1.000,17.00,0.00,17.00,11.79,5.21,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:59,2-0701,Sale,SNACKS,10317,CLOVER CHEESIER 24G,,,1.000,10.00,0.00,10.00,7.50,2.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:58,2-0700,Sale,DRINKS,98000052,C2 GREEN TEA LEMON 335ML,,,1.000,28.75,0.00,28.75,22.09,6.66,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:58,2-0700,Sale,FOOD,10325,NISSIN BREAD STIX,,,2.000,19.96,0.00,19.96,12.30,7.66,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:57,2-0699,Sale,FOOD,10265,SEÑORITA SARDINES,,,6.000,156.00,0.00,156.00,140.70,15.30,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:57,2-0699,Sale,SNACKS,10386,RICHEE 60G,,,2.000,47.50,0.00,47.50,36.50,11.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:57,2-0699,Sale,SNACKS,10393,MOBY CARAMEL PUFFS 60G,,,1.000,23.75,0.00,23.75,18.25,5.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:57,2-0699,Sale,SNACKS,10317,CLOVER CHEESIER 24G,,,1.000,10.00,0.00,10.00,7.50,2.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:57,2-0699,Sale,SNACKS,10389,MOBY CRUNCHY CHOCOLATE,,,1.000,11.00,0.00,11.00,8.25,2.75,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:57,2-0699,Sale,DRINKS,10107,COCA COLA 290ML,,,1.000,20.00,0.00,20.00,16.50,3.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,FOOD,10233,LA MIA TUNA AFRTDA,,,1.000,38.00,0.00,38.00,33.18,4.82,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,FOOD,10228,NISSIN CUP NOODLES SPCYHTBF,,,1.000,30.00,0.00,30.00,22.01,7.99,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,,98000110,MIGHTY PULA  STICK,,,2.000,20.00,0.00,20.00,16.04,3.96,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,DRINKS,10107,COCA COLA 290ML,,,1.000,20.00,0.00,20.00,16.50,3.50,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,HOME ESSENTIALS,10422,SANICARE COTTON 10G,,,1.000,8.00,0.00,8.00,6.10,1.90,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,HOME ESSENTIALS,10423,SANICARE COTTON BUDS 108PCS,,,1.000,16.50,0.00,16.50,12.70,3.80,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,FOOD,10319,EAGLE BROWN SUGAR 250G,,,1.000,24.00,0.00,24.00,20.00,4.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,FOOD,10171,ENERGEN VNLA,,,2.000,23.96,0.00,23.96,17.30,6.66,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:33,2-0698,Sale,BATH ESSENTIALS,980000020,PANTENE SHAMPOO TOTAL DAMAGE CARE,,,1.000,8.98,0.00,8.98,6.84,2.14,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:27,2-0697,Sale,DRINKS,10107,COCA COLA 290ML,,,2.000,40.00,0.00,40.00,33.00,7.00,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 16:27,2-0697,Sale,,98000110,MIGHTY PULA  STICK,,,1.000,10.00,0.00,10.00,8.02,1.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 15:25,2-0696,Sale,,98000110,MIGHTY PULA  STICK,,,1.000,10.00,0.00,10.00,8.02,1.98,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
12/09/2026 13:19,2-0695,Sale,DRINKS,10274,ALFONSO LIGHT 1L,,,2.000,639.96,0.00,639.96,556.92,83.04,0.00,Dine in,POS 2,Route 98 - Minimart,Owner,,,,Closed
